Id,SalePrice
1461,120181.28851850006
1462,168405.2490918865
1463,180859.84432393865
1464,204717.5035993003
1465,195311.9196012054
1466,168676.8694351488
1467,179326.2696745181
1468,163227.64247783954
1469,192512.17051300764
1470,117142.45004797597
1471,173795.44592854416
1472,99236.0687505783
1473,94686.6064528751
1474,145853.9999375445
1475,113142.15573530018
1476,360879.82706263615
1477,249661.2745853503
1478,274164.5894826984
1479,288519.0595486623
1480,391636.6533605189
1481,335084.59078795393
1482,212230.77401221244
1483,176806.85524450897
1484,160447.11235101704
1485,186484.39616067958
1486,190729.7618106976
1487,340552.90775032004
1488,232497.67764544443
1489,189915.3841203074
1490,243811.54796177382
1491,193535.90740372194
1492,93679.68671370643
1493,178496.91414879993
1494,281434.5680255953
1495,288706.9473190408
1496,228116.53594179574
1497,178667.45848796453
1498,178213.1614037522
1499,174540.95511157188
1500,158342.07074195318
1501,165513.0425077045
1502,148795.43827523128
1503,287016.0353909933
1504,241522.6088915059
1505,231663.398909596
1506,192899.1221923287
1507,256495.06872114065
1508,195837.89910510406
1509,155126.45521819222
1510,143680.21557928363
1511,158943.5391284514
1512,173513.631385445
1513,143992.7446898732
1514,168327.88461960305
1515,186862.1929573269
1516,151736.84849139748
1517,178618.93912003082
1518,134054.01200234328
1519,208413.72283342897
1520,126793.15707388116
1521,131674.44595027363
1522,166697.7995551063
1523,112404.31711915381
1524,118780.19207395786
1525,119691.36160449946
1526,109028.43608732094
1527,106052.84275238543
1528,137502.08548465293
1529,153999.6355204981
1530,201554.18089785124
1531,102347.9550725556
1532,99271.50231439782
1533,144546.8183344029
1534,133812.52075512303
1535,151518.61635985816
1536,112654.82867935629
1537,67739.86776724784
1538,153270.5150601874
1539,183002.31215241185
1540,85173.90432110926
1541,139819.1110268584
1542,138120.8285319146
1543,185556.33981456002
1544,96590.42630511851
1545,113920.02641580254
1546,136219.19588129717
1547,133782.95041655021
1548,137363.10461466268
1549,121489.51301512892
1550,133187.6012585636
1551,114394.62435620568
1552,137286.81946214935
1553,140578.8285642129
1554,118560.76527027869
1555,167392.51006905184
1556,93985.69902272556
1557,110795.80760745518
1558,106793.89288208254
1559,79970.5403293904
1560,128213.56075926693
1561,124062.8137450332
1562,132565.5438237449
1563,120463.34004309046
1564,161082.68821318258
1565,151991.1445524545
1566,235237.13985871716
1567,81299.79145256589
1568,240615.53562354707
1569,126519.35342513875
1570,134964.21981813226
1571,122961.88313477533
1572,140137.06112725267
1573,229410.1816059659
1574,118016.86288660465
1575,230703.15372560304
1576,245823.94491396978
1577,179665.8895254675
1578,140960.13479009102
1579,149927.56306254416
1580,196250.756751372
1581,153701.79765874974
1582,124275.06318388955
1583,300826.8556511338
1584,220694.12788850526
1585,141659.73127252795
1586,82023.949012206
1587,110336.8574341593
1588,146754.01840158788
1589,93149.67446002035
1590,134900.80150319956
1591,91234.51039691313
1592,119983.83921670569
1593,130361.36855515298
1594,126157.24507026731
1595,108006.63176976662
1596,216304.00805969036
1597,199528.35883555133
1598,221855.12238830855
1599,154376.81008087815
1600,147089.7163886436
1601,70530.34825910292
1602,111237.62583716032
1603,74065.29990809609
1604,264502.0878234266
1605,233610.74456728305
1606,167642.90398476928
1607,189655.2253016656
1608,212996.7943836877
1609,182256.01860935235
1610,151400.50347947466
1611,132421.22230772968
1612,168458.399897105
1613,170069.0680736144
1614,115431.00763440288
1615,91000.45467429601
1616,78807.45393884016
1617,93062.50596344318
1618,134274.74992262787
1619,144903.9000292538
1620,169365.9023377806
1621,129609.705571678
1622,142614.0682781286
1623,246455.71655126853
1624,204505.89090252412
1625,120945.02569219559
1626,169045.0612119296
1627,195029.19972557024
1628,273545.18122581806
1629,174589.71249580328
1630,372205.77858931606
1631,220194.18124570194
1632,242776.29124392592
1633,171146.58516692562
1634,185247.09036925976
1635,173399.17139298882
1636,156279.3601746797
1637,201930.10463512546
1638,190398.7065868532
1639,187972.72077778445
1640,253692.8610543425
1641,180606.31400065005
1642,235890.12897738095
1643,234476.92341043675
1644,256681.05008227495
1645,203807.59199118576
1646,157886.2284329087
1647,160146.81057042486
1648,130628.95057476463
1649,143770.6449855711
1650,115036.24685526485
1651,120966.64600527608
1652,98721.38096822146
1653,100121.36932375788
1654,143507.07632625435
1655,127120.05811738291
1656,140410.59416910828
1657,145559.41868568797
1658,144410.11503883457
1659,122831.96364217748
1660,151574.536041563
1661,423957.01798761054
1662,402563.5001760074
1663,369038.4352579844
1664,410170.4216947872
1665,303080.032408054
1666,308813.8583806306
1667,395899.6989916493
1668,322645.850737696
1669,295731.1189201206
1670,338281.82466006785
1671,275437.0137105094
1672,440901.52905937174
1673,292178.85648862517
1674,242990.06071477145
1675,199819.47981201007
1676,194842.8992469302
1677,223766.0342859762
1678,444460.8364218233
1679,399221.7953329605
1680,315323.4428457476
1681,237753.374021649
1682,323249.65697013884
1683,191776.58551357017
1684,177282.2925419825
1685,170663.0904685553
1686,167690.39983010007
1687,167013.12220471632
1688,187955.22345652612
1689,190112.32981137914
1690,197759.33045045863
1691,185846.01362117907
1692,252720.87415452668
1693,162315.6821146749
1694,182190.4492003586
1695,167046.63131503318
1696,294917.5273551681
1697,171148.19975525668
1698,355750.3179723243
1699,315987.25261542416
1700,258572.86429806723
1701,267719.46137214365
1702,230338.89700679565
1703,233913.39847237017
1704,281825.8934637866
1705,235880.1803448899
1706,385169.0429730926
1707,206707.74850758296
1708,201972.11930339359
1709,260576.23353200607
1710,221394.5996007084
1711,266855.41519293195
1712,259921.5784431443
1713,282520.9759017563
1714,234834.37760464483
1715,204368.877078846
1716,185626.6320579972
1717,176611.4167410973
1718,140383.96457684712
1719,204139.10949847472
1720,224223.11360380624
1721,155506.95756036963
1722,122378.9699686295
1723,150574.27412615568
1724,201135.80019264034
1725,237750.52529715508
1726,179800.922544519
1727,147660.74051047958
1728,166282.9730401676
1729,166317.47518154702
1730,152831.73915577497
1731,114083.32742103482
1732,129512.99177994429
1733,112361.17495262029
1734,124123.66662626674
1735,117670.76875745016
1736,109128.11091243374
1737,308134.7198050991
1738,274363.97097029205
1739,244532.99448689778
1740,218055.60699461438
1741,192493.68920185516
1742,166080.85498526468
1743,175185.81377899842
1744,365141.1837673622
1745,221912.11357123227
1746,176378.40006115433
1747,203742.78977289525
1748,214359.7041116671
1749,139205.02265768117
1750,122009.75146184795
1751,250572.24862282752
1752,116729.02603639029
1753,152619.0496625579
1754,195003.79381059838
1755,164690.6722370309
1756,132267.33030809133
1757,122687.7636221456
1758,141708.73110023738
1759,161736.2632441559
1760,162431.96302482227
1761,143649.42046651104
1762,174688.75013532687
1763,185718.21805960307
1764,120419.47305887198
1765,153366.64037493028
1766,196606.77603987086
1767,229197.8908284252
1768,141908.14922191796
1769,175018.32559966214
1770,155449.4815545546
1771,114678.1057408584
1772,128741.9723441149
1773,123689.60242699042
1774,144845.1108404144
1775,143787.75572453474
1776,121360.63151940056
1777,109852.44034503345
1778,140598.55868783477
1779,124451.72155960916
1780,173408.13180623308
1781,122096.47152094285
1782,95405.6227682462
1783,137018.74674279065
1784,106373.12662390829
1785,117394.30407235888
1786,146202.01049724955
1787,154616.75029871304
1788,70716.18700717959
1789,95555.86291718393
1790,84255.97945347617
1791,196927.8689448173
1792,157651.81133141776
1793,134967.60315273932
1794,155266.82551538042
1795,134264.55058180966
1796,118781.12467119882
1797,113892.20784142577
1798,119741.95911062545
1799,109665.74138261419
1800,126361.34355042265
1801,130477.00616010805
1802,135654.76939155124
1803,146879.5768360119
1804,142800.13275894203
1805,136099.37808848688
1806,135050.09734676586
1807,141127.34013816135
1808,128300.26101371007
1809,120975.12368717835
1810,134474.01938409582
1811,92564.48862170799
1812,98162.10550956575
1813,124567.21645772796
1814,106321.57755575319
1815,63632.95599484603
1816,107111.62124986558
1817,106179.23801840593
1818,146760.92283243264
1819,130830.00001077558
1820,69321.22872232393
1821,119738.97780621366
1822,150686.67181372
1823,53914.35746081424
1824,132424.9788090646
1825,132039.48045209283
1826,110153.18642179361
1827,104361.54705507985
1828,144952.2026346843
1829,126237.97760878646
1830,152632.04749030835
1831,140897.3477157969
1832,71880.23352122273
1833,131323.39646818175
1834,120069.68506156279
1835,120363.09189778134
1836,127145.0772587665
1837,83266.99060221657
1838,134042.77650484385
1839,106379.9433179739
1840,137911.52730022243
1841,134113.63101863174
1842,99491.29032190546
1843,130222.15729784162
1844,131603.64869595936
1845,143889.19994242393
1846,156775.5689491083
1847,173703.58101698215
1848,59474.21383425086
1849,113856.90802072613
1850,115293.7904327348
1851,145920.80572313286
1852,130278.37513330304
1853,130630.25240153678
1854,177614.81508888732
1855,154981.67732405636
1856,227670.86640934675
1857,126445.04452152438
1858,134695.31269385936
1859,115196.41758738659
1860,150447.38862339483
1861,114822.9959004667
1862,324208.7389476961
1863,303540.6278697104
1864,303631.7267789642
1865,322218.9904674655
1866,313281.910472175
1867,218800.71767796864
1868,281299.5651984101
1869,202645.49589191895
1870,215380.94667204388
1871,245391.10864650138
1872,172290.344645395
1873,254188.87577475765
1874,153377.0001915479
1875,185382.76650352296
1876,202658.55081827327
1877,211471.0246868412
1878,199745.94844929344
1879,131767.32458629008
1880,131294.1419025136
1881,241786.1051107394
1882,240176.92375021795
1883,183409.08896975292
1884,202325.36038777992
1885,215205.1728679424
1886,281213.9682211389
1887,214995.51948623016
1888,270127.7334801328
1889,171836.3252699725
1890,118361.26813038698
1891,130295.50441812018
1892,97843.83974181392
1893,133299.91824207656
1894,128751.82280366305
1895,132888.76433706388
1896,123927.1324797088
1897,116500.56284805594
1898,127072.30527392136
1899,169315.78145524405
1900,161723.56915152856
1901,174403.11709616476
1902,157511.52131962808
1903,227184.13050036805
1904,148931.2301941529
1905,196258.19765061582
1906,128818.15305210702
1907,187539.42998077665
1908,109144.70149975525
1909,127077.29017396858
1910,114772.4666637404
1911,221267.4823516049
1912,380164.20891397336
1913,132487.52010415593
1914,67422.80403171132
1915,296652.52390754916
1916,60865.60797422258
1917,222386.09869597733
1918,143442.03624262076
1919,162897.10105424438
1920,152146.29391610465
1921,367854.16287395137
1922,292253.25839989894
1923,236893.7075621866
1924,260169.03985920313
1925,191675.62276950027
1926,352892.9333439482
1927,132594.97958130614
1928,156606.22814717639
1929,120997.62052753344
1930,126916.7297085335
1931,135700.4860909776
1932,134916.05335998823
1933,184777.71497979658
1934,182359.35419005476
1935,172242.6828441814
1936,190478.02084340644
1937,183219.95426960732
1938,168392.37686274998
1939,247192.62957282105
1940,189956.91008810163
1941,167123.27203500914
1942,168403.4928924478
1943,217943.61269017795
1944,365123.0222291832
1945,387079.30914778996
1946,142341.96615221578
1947,270356.11688875296
1948,176720.50439228603
1949,243861.18953695128
1950,186505.94784954155
1951,238786.22572944022
1952,207596.64937929745
1953,164663.53012933827
1954,182662.4687662608
1955,135851.89183803753
1956,329001.3488621363
1957,149300.23657507089
1958,274525.1284706875
1959,144583.41809249113
1960,113950.3106525561
1961,128944.83805850564
1962,95887.71961582462
1963,105800.16246638914
1964,102787.03225438364
1965,142655.40632750173
1966,135568.51741061072
1967,291220.3375756368
1968,438616.1012215443
1969,367803.9228732701
1970,420175.67400566913
1971,445446.9154553315
1972,368389.60652175173
1973,267910.45100212365
1974,333950.2869400718
1975,490617.01712517446
1976,272978.32986849593
1977,354095.0744587322
1978,362274.238504365
1979,309823.561803597
1980,216432.77570512483
1981,325351.77482519887
1982,221803.88922567555
1983,207770.92646853166
1984,168899.11394966693
1985,219829.78896260442
1986,215726.6509040332
1987,180049.36917195295
1988,174909.77156423428
1989,189318.98397292226
1990,205773.97166216592
1991,236097.85996347456
1992,206530.94944827489
1993,169387.72795517562
1994,224108.3885791599
1995,181971.7343775227
1996,245896.94235201686
1997,301313.6262922453
1998,303656.63143561524
1999,283840.3216147381
2000,310789.2340027661
2001,287745.89949168835
2002,245867.50832454683
2003,255764.25517144552
2004,278743.0692706244
2005,228636.52818896493
2006,220408.9325580853
2007,245515.3856753045
2008,214106.5274954998
2009,209288.07566197158
2010,191470.93809120427
2011,135669.24494988465
2012,172852.20275575615
2013,175573.56177782547
2014,179775.65412566662
2015,204928.82885224337
2016,190351.44481715516
2017,186600.7245697196
2018,117986.00213677189
2019,139037.64265069872
2020,97505.45742857928
2021,99837.07632185979
2022,189033.6462203001
2023,148375.12568508825
2024,273107.05199797405
2025,352601.9441686189
2026,175465.383313091
2027,163818.71303871297
2028,151954.88208045845
2029,168723.94598763873
2030,252538.70196340562
2031,226836.31679145145
2032,240299.20089748554
2033,244474.7855430814
2034,175416.87620391903
2035,222865.17364709303
2036,200989.37199914368
2037,219997.02864309208
2038,330738.63794197893
2039,224307.32273329832
2040,286026.9914085779
2041,291479.9192679918
2042,208803.63415375736
2043,182655.0267689651
2044,169179.86871289517
2045,217045.18494318414
2046,159142.82096212785
2047,140648.9679770133
2048,139270.6948412954
2049,150919.5509748136
2050,168628.49786034817
2051,101147.87590466971
2052,120619.45606146188
2053,149532.04417290256
2054,95426.97784860876
2055,151207.13017470678
2056,144189.68402193981
2057,111133.11183465505
2058,212088.29067611086
2059,131690.31295153886
2060,179372.724288623
2061,171128.1034140212
2062,127458.80377061636
2063,117982.78942259144
2064,135926.82707458068
2065,118771.45682309834
2066,158951.7065694569
2067,101022.4158573142
2068,155526.93793198722
2069,89626.39617731898
2070,120146.85214302757
2071,97320.27268528707
2072,131335.94029494448
2073,122551.7786808572
2074,186392.80819738357
2075,145321.37046389014
2076,116810.6413265353
2077,164267.7314322469
2078,125780.16724342115
2079,128209.16492579416
2080,117677.26272255293
2081,125645.83632037492
2082,126333.45549546718
2083,140832.58663710664
2084,111753.49586321649
2085,114166.24917753493
2086,111180.53190015985
2087,124138.74610737839
2088,103269.47375582192
2089,87674.49714376093
2090,139478.02461982312
2091,110829.47332543967
2092,115772.41546334834
2093,121523.13217562197
2094,110616.3058371939
2095,150730.5039885872
2096,93150.50172000438
2097,101003.26321677845
2098,143652.37385880298
2099,67568.21184510167
2100,63540.60581522059
2101,121176.13075174004
2102,121725.97392051265
2103,107652.95565850608
2104,126359.99107568825
2105,128142.57811194059
2106,76188.82621545374
2107,193082.38641441
2108,114294.69863929438
2109,111209.38254630564
2110,117789.11608800382
2111,127028.62816971226
2112,129112.93371181373
2113,123401.63323088748
2114,127574.37115603725
2115,167493.52111053534
2116,116291.26501583926
2117,145500.7395997927
2118,123342.9789636196
2119,130618.10824342923
2120,124916.81195493318
2121,89909.30449427143
2122,120831.93466102728
2123,91248.88459657443
2124,152796.53259188117
2125,119572.46087500245
2126,146855.03802561268
2127,177998.00779516256
2128,125627.83553320532
2129,75969.39413299836
2130,126411.32496883401
2131,142180.3003680658
2132,112826.78168283524
2133,119338.78899672475
2134,114920.46107247041
2135,96068.42769076968
2136,75162.92361004696
2137,104685.654632908
2138,129723.44644851751
2139,152266.84858857235
2140,138923.19560759666
2141,151789.75621308348
2142,124584.80745441756
2143,154416.54260994593
2144,126757.243372043
2145,143898.06631531857
2146,162781.89762323414
2147,124022.3121613549
2148,130578.5266886635
2149,149542.1050281677
2150,235324.92045391613
2151,122725.56971511629
2152,164679.01041565466
2153,170968.56954673867
2154,104870.54788172072
2155,139352.9888210687
2156,258541.62046634813
2157,237060.59075704793
2158,242082.78794491346
2159,207647.52005926063
2160,182451.88687124828
2161,230066.59257994182
2162,404673.8935795831
2163,314454.2454727872
2164,247518.58718424305
2165,202961.14201798005
2166,159073.79367948446
2167,220157.71683931546
2168,187898.08924340067
2169,189919.08044303695
2170,213632.37297416656
2171,158153.9625884781
2172,126648.18367347121
2173,186206.7904533971
2174,226985.03732078502
2175,288345.97814730566
2176,307296.30786001455
2177,241782.8826420623
2178,206863.03546451995
2179,141960.23736682604
2180,221143.2391181242
2181,192625.098564753
2182,222864.84483081265
2183,187470.74945505048
2184,116167.71798188158
2185,127132.17162496201
2186,143825.7185590299
2187,151431.62897394912
2188,149728.05052240528
2189,299510.13267235283
2190,83960.03606238685
2191,77633.66402871597
2192,78493.30291996186
2193,108509.92831537648
2194,107922.89724268948
2195,105412.13294399755
2196,96216.25035436651
2197,121656.74216335674
2198,165115.84227264443
2199,196144.1334411946
2200,140574.32575911676
2201,142316.07288857244
